id,artist,review_ids
4353,lucky soul,"['14118', '10248']"
4354,lucrecia dalt,['21420']
4355,lucy dacus,['21609']
4356,ludacris,"['20373', '12517', '12088', '9469']"
4357,luh,['21888']
4358,luigi archetti & bo wiget,['13569']
4359,luis,['22568']
4360,luke abbott,"['21559', '19535', '14730']"
4361,luke haines,"['16891', '4020']"
4362,luke james,['19895']
4363,luke roberts,['16090']
4364,luke slater,"['7236', '7235']"
4365,luke temple,"['18717', '15726', '11113']"
4366,luke vibert,"['21196', '8464', '8463', '8462', '8461', '8460']"
4367,lukestar,['11684']
4368,lukid,['17217']
4369,lullaby baxter,['9317']
4370,lullaby for the working class,['4910']
4371,lullabye arkestra,['13513']
4372,lullatone,"['9736', '4912']"
4373,luluc,['19505']
4374,lumbar,['18705']
4375,lumen,['4913']
4376,luna,"['9275', '9126', '4919', '4918', '4914', '4916', '4917']"
4377,lungfish,"['22021', '16621', '15592', '4927', '4926']"
4378,luomo,"['15883', '12390', '9562', '4929', '4928']"
4379,lupe fiasco,"['20133', '17148', '16186', '15208', '13794', '11022', '9437', '11749']"
4380,lupine howl,['4930']
4381,lusa maita,['22435']
4382,luscious jackson,"['18692', '9931']"
4383,lush,"['21816', '21791', '4936']"
4384,lushlife,"['21566', '16500']"
4385,lusine,['4972']
4386,lust for youth,"['21646', '19424', '18122', '17366']"
4387,lustmord,['18330']
4388,luxury liners,['17935']
4389,lv,['17137']
4390,lvl up,['22427']
4391,lycia,['18439']
4392,lycus,"['21347', '18224']"
4393,lydia ainsworth,['19846']
4394,lydia loveless,['18996']
4395,lykke li,"['19312', '15167', '11414']"
4396,lyla foy,['19134']
4397,lyrics born,"['14858', '11311', '4953']"
4398,m,['19050']
4399,m. craft,['9755']
4400,m. geddes gengras,"['22219', '19439', '18400', '17526', '16513']"
4401,m. gira,['3455']
4402,m. ward,"['21644', '16460', '12681', '10405', '9930', '9296', '8581', '8579', '8580']"
4403,m.a.n.d.y.,"['13764', '11658', '9073', '5657']"
4404,m.c. schmidt,['20430']
4405,m.e.d.,"['21155', '16076', '5652']"
4406,m.i.a.,"['22396', '18701', '14970', '14434', '10564', '5618', '5617']"
4407,m83,"['21769', '19775', '18022', '15881', '11406', '10765', '5012', '11776', '5009', '11775', '5006']"
4408,mac demarco,"['20862', '19170', '17182', '16476']"
4409,mac lethal,['10875']
4410,mac mccaughan,['20474']
4411,mac miller,"['22293', '21038', '19390', '18202', '16113']"
4412,maceo parker,['6172']
4413,macha,"['5019', '5016']"
4414,macha loved bedhead,['5018']
4415,machine head,['15978']
4416,machinedrum,"['22387', '19983', '19126', '18513', '16196', '15621', '5021']"
4417,macklemore,['21504']
4418,mad capsule markets,['5025']
4419,mad music inc.,['17343']
4420,mad season,['17824']
4421,madder rose,['5028']
4422,made in mexico,['5672']
4423,made out of babies,['12157']
4424,madeline,['10013']
4425,madeon,['20379']
4426,madlib,"['21155', '18930', '16362', '12772', '12242', '10227', '5542', '8984', '5541']"
4427,madonna,"['20293', '16426', '13590', '11453', '9937', '9178', '5030']"
4428,madrugada,['5572']
4429,madvillain,"['12061', '11783', '5579']"
4430,magas,['5031']
4431,magazine,['12429']
4432,magic bullets,"['16475', '14373']"
4433,magic circle,['21263']
4434,magic kids,['14636']
4435,magic magicians,['5035']
4436,magic touch,['19033']
4437,magic trick,"['18841', '16708', '15768']"
4438,magic weapon,['11180']
4439,magic!,['22083']
4440,magik markers,"['18700', '13004', '10700', '5680']"
4441,magma,['5623']
4442,magnet,['5679']
4443,magneta lane,"['14563', '5636', '5635']"
4444,magnetic man,['14799']
4445,magnetic morning,"['12617', '11416']"
4446,magnolia electric co.,"['13218', '10516', '9396', '5632', '5631', '5630']"
4447,mahjongg,"['14456', '11108', '5643']"
4448,mahogany,"['9725', '5047', '5046']"
4449,main,['6523']
4450,main attrakionz,"['20690', '17215', '15784']"
4451,maja ratkje,['9730']
4452,majesticons,['5050']
4453,majical cloudz,"['21497', '21194', '18042', '17451']"
4454,majid jordan,['21506']
4455,major lazer,"['20519', '19047', '17627', '14462', '14336', '13236']"
4456,major stars,"['14013', '11195', '5654', '5653']"
4457,make a rising,['5666']
4458,make believe,"['5650', '5649']"
4459,make-up,"['5054', '5053']"
4460,makers,"['5055', '5056']"
4461,makoto kawabata,['4393']
4462,makthaverskan,['19263']
4463,mal devisa,['22217']
4464,mala,['17202']
4465,malachai,"['15141', '13867']"
4466,malajube,"['15389', '12727', '9522']"
4467,malcolm middleton,"['13313', '10951', '5667']"
4468,male bonding,"['22542', '15756', '14241']"
4469,mamiffer,['12356']
4470,mammoth grinder,['18262']
4471,man forever,['14450']
4472,man forever with so percussion,['19197']
4473,man man,"['18387', '15383', '11370', '5622', '5621']"
4474,man or astro-man?,"['5060', '5064']"
4475,man's gin,['18159']
4476,manchester orchestra,"['19145', '15453', '12944', '11025']"
4477,manda rin,['12722']
4478,mando diao,"['10251', '5558', '5557']"
4479,manic street preachers,"['14665', '13150', '5074', '5073', '5072']"
4480,manishevitz,['5076']
4481,manitoba,"['5080', '5079', '5077', '5078']"
4482,mannequin men,"['13165', '10811']"
4483,mannequin pussy,['22415']
4484,mansbestfriend,['10261']
4485,mansun,"['9424', '5091', '5090']"
4486,mantar,['18992']
4487,mantler,['5093']
4488,mantra percussion,['22501']
4489,mantronix,"['11385', '5094']"
4490,manu chao,"['12036', '10608']"
4491,manual,['5096']
4492,manuel gttsching,['22283']
4493,manyfingers,['9595']
4494,map of africa,['10609']
4495,mapei,['19870']
4496,maps,"['13628', '10291']"
4497,maps & atlases,['14389']
4498,maquiladora,['5100']
4499,marah,"['11247', '5103', '5102']"
4500,marble valley,['9383']
4501,marbles,['5642']
4502,marc ducret,['663']
4503,marc leclair,['9189']
4504,marc ribot,['11541']
4505,marcel dettmann,"['19613', '14213']"
4506,marching church,"['22602', '20436']"
4507,marcos cabral,['18310']
4508,margaret glaspy,['21999']
4509,margo price,['21745']
4510,margot and the nuclear so and so's,['12325']
4511,maria minerva,"['19231', '17019', '16079', '15871']"
4512,maria taylor,"['10169', '8290']"
4513,mariah,['21030']
4514,mariah carey,['19399']
4515,marian zazeela,['1226']
4516,marianne dissard,['12748']
4517,marianne faithfull,"['19879', '17565', '12548', '2962', '2961', '2959']"
4518,marie davidson,['22493']
4519,marielle v. jakobsons,['22233']
4520,marina and the diamonds,"['20368', '16579']"
4521,mario diaz de leon,['20811']
4522,marisa anderson,['22016']
4523,marissa nadler,"['21864', '18941', '16662', '15544', '12813', '9955', '5908', '5907']"
4524,maritime,"['15298', '10738', '5591', '5590']"
4525,marjorie fair,['5665']
4526,mark barrott,"['22062', '20849']"
4527,mark borthwick,['872']
4528,mark e,['19321']
4529,mark eitzel,"['17116', '2706', '2701', '2702', '2703']"
4530,mark ernestus' ndagga rhythm force,['22461']
4531,mark fell,['17144']
4532,mark fosson,['9213']
4533,mark kozelek,"['21944', '19932', '19487', '18363', '17626', '17365', '13015', '12492', '12194', '4523', '4524']"
4534,mark lanegan,"['20933', '18852', '18496', '4679', '4678', '4677', '4676']"
4535,mark lanegan & duke garwood,['17869']
4536,mark lanegan band,"['19942', '16253']"
4537,mark mcguire,"['19988', '18939', '15855', '15667', '15420', '14758']"
4538,mark mulcahy,['18251']
4539,mark oleary,['6121']
4540,mark peters,['16325']
4541,mark pritchard,['21785']
4542,mark ronson,"['20121', '10299']"
4543,mark ronson & the business intl.,['14728']
4544,mark stewart,"['10324', '7822']"
4545,mark sultan,"['15935', '14145', '10720']"
4546,mark van hoen,['14150']
4547,markant,['5110']
4548,markus guentner,"['3586', '3585']"
4549,marky ramone,['6679']
4550,marla hansen,['10995']
4551,marmoset,"['10479', '5112', '5111']"
4552,marnie stern,"['17721', '15118', '14705', '12272', '9919']"
4553,marquis de tren,['700']
4554,marrow,['20973']
4555,mars,"['16166', '5563']"
4556,mars black,['1155']
4557,martha,['22095']
4558,martha wainwright,"['17181', '12034', '8789']"
4559,martial canterel,['15123']
4560,martin carr,['13265']
4561,martin courtney,['21091']
4562,martin l. gore,['3625']
4563,martin ng,['150']
4564,martin rev,['6904']
4565,martina topley-bird,"['11922', '8255']"
4566,martinis,['5586']
4567,martyn,"['19456', '15898', '13956', '12883']"
4568,martyrdd,['19628']
4569,marumari,['5125']
4570,marvin gaye,['15679']
4571,mary chapin carpenter,['21878']
4572,mary halvorson,"['22347', '21027']"
4573,mary j. blige,['20050']
4574,mary lattimore,"['22162', '21624', '19621']"
4575,mary lou lord,['4857']
4576,mary timony,"['8066', '8065']"
4577,mary weiss,['10021']
4578,mas ysa,"['20766', '18936']"
4579,masaki batoh,['16301']
4580,masami akita,['5242']
4581,masami akita & eiko ishibashi,['21641']
4582,masayoshi fujita,"['22434', '20931']"
4583,maserati,"['17239', '14842', '10389', '5131']"
4584,mason bates,['19331']
4585,mason jennings,['11765']
4586,mason proper,['12530']
4587,mass shivers,"['14465', '11004']"
4588,massacre,['5684']
4589,massimo,['5132']
4590,massive attack,"['22703', '21553', '17384', '14881', '13864', '13574', '5137', '5136']"
4591,masta ace,['5604']
4592,masta killa,"['17486', '9295', '5605']"
4593,master musicians of bukkake,['5626']
4594,masters at work,['19831']
4595,masters of the hemisphere,['5138']
4596,mastery,['20272']
4597,mastodon,"['19471', '18800', '15880', '12872', '9426', '5144', '5143', '5142']"
4598,mat maneri,['5068']
4599,matana roberts,"['20025', '18706']"
4600,mates of state,"['20645', '15787', '11499', '5148', '5145', '5146', '5147']"
4601,math and physics club,['9657']
4602,mathematics,"['13967', '5651']"
4603,matias aguayo,"['18221', '13664', '489']"
4604,matisyahu,"['9747', '5661']"
4605,matmos,"['21017', '17630', '17175', '14429', '12704', '11492', '5153', '2048', '5152', '5150', '5151']"
4606,matrixxman,['20752']
4607,mats gustafsson,"['17490', '16063', '3653', '3583']"
4608,matt & bubba kadane,"['12177', '4578', '5782']"
4609,matt & kim,"['20468', '17335', '14806', '12593', '9728']"
4610,matt costa,['11154']
4611,matt elliott,"['16294', '2755', '2754']"
4612,matt kivel,"['22509', '21577', '19501', '18651']"
4613,matt marque,['5113']
4614,matt pond pa,"['14058', '10721', '5156', '5155']"
4615,matt shadetek,"['17791', '13680']"
4616,matt sharp,"['7708', '7707']"
4617,matt suggs,['7556']
4618,matt valentine and erika elder,"['10769', '9735', '9106', '8537']"
4619,matteah baim,"['19474', '12800', '10426']"
4620,matthew dear,"['16973', '16194', '14533', '12422', '10289', '487', '2527', '2526']"
4621,matthew e. white,"['20259', '18671', '16963']"
4622,matthew friedberger,"['17208', '11885']"
4623,matthew garrison,['21817']
4624,matthew herbert,"['18039', '15930', '14648', '14111', '10071', '9757', '9072', '3836', '3832', '3835', '3834']"
4625,matthew robert cooper,['12526']
4626,matthew shipp,"['22358', '19713', '7121', '7120', '7118', '7116', '7117', '7115', '7119']"
4627,matthew sweet,"['12344', '9058', '7659', '7657', '7658']"
4628,matthewdavid,"['19488', '16376', '15334']"
4629,mavado,['10552']
4630,mavis staples,"['21568', '20498', '18220', '14666', '12387']"
4631,max b,['15339']
4632,max richter,"['20987', '18864', '14452', '12264', '9627', '6917']"
4633,max romeo,['22106']
4634,max tundra,"['12426', '5160', '5159']"
4635,maximilian hecker,['3795']
4636,maximo park,"['18908', '16728', '13007', '10068', '5647', '5646']"
4637,maximum balloon,['14523']
4638,maximum joy,['5682']
4639,maxmillion dunbar,['17698']
4640,maxo kream,['20356']
4641,maxwell,"['22057', '13316']"
4642,mayday,"['5163', '5162', '5161']"
4643,mayer hawthorne,"['18257', '13508']"
4644,mayhem,['19380']
4645,mazarin,"['5167', '5166']"
4646,mazes,"['19729', '17657', '15228']"
4647,mazzy star,['18533']
4648,mc paul barman,"['565', '566']"
4649,mcenroe and birdapres,['5612']
4650,mcferrdog,['20152']
4651,mckenzie eddy,['16423']
4652,mclusky,"['11777', '5186', '5185']"
4653,me,"['16618', '12696', '10228']"
4654,mean lady,['18432']
4655,meanderthals,['12996']
4656,meanest man contest,['5192']
4657,measles mumps rubella,['5678']
4658,meat beat manifesto,['5196']
4659,meat puppets,"['17882', '15323', '13035', '10440', '5197', '5198']"
4660,meatbodies,['19701']
4661,mecca normal,['19731']
4662,"medeski, martin and wood",['5201']
4663,medications,"['14159', '5611', '5610']"
4664,medicine,"['19869', '18320', '16507', '5202']"
4665,meek mill,"['22575', '20778', '17315', '16614', '15977']"
4666,meg & dia,['9255']
4667,meg baird,"['20632', '10253']"
4668,megadeth,['15656']
4669,megafaun,"['15834', '14658', '13223', '12169']"
4670,megafortress,['19802']
4671,megapuss,['12409']
4672,mekons,"['22349', '15869', '10570', '5209', '5203', '5208']"
4673,melchior productions,['11315']
4674,meligrove band,['5210']
4675,mellow,['5212']
4676,mellowdrone,['5681']
4677,mellowhigh,['18708']
4678,mellowhype,"['19612', '17119', '15686', '14850']"
4679,melochrome,"['5213', '5214']"
4680,melody's echo chamber,['17095']
4681,melt yourself down,['18118']
4682,melt-banana,"['18577', '5219', '5218', '5217']"
4683,melted toys,['19594']
4684,melvin van peebles,['8521']
4685,melvins,"['21959', '19700', '17947', '16685', '14562', '14313', '13545', '11986', '9656', '8991', '5222', '688', '5220']"
4686,memory tapes,"['17393', '15582', '13451']"
4687,memoryhouse,"['16326', '15788', '13946']"
4688,memphis,['9362']
4689,memphis bleek,['1162']
4690,men,['15044']
4691,men's recovery project,['5668']
4692,menace beach,['20157']
4693,menace ruine,"['19749', '17127']"
4694,meneguar,"['10985', '9141']"
4695,menomena,"['17035', '14463', '9768', '5556', '5555']"
4696,menthol,['5229']
4697,meow meow,['5603']
4698,merchandise,"['22422', '19663', '17895', '16918']"
4699,mercury program,"['5233', '5232', '5231']"
4700,mercury rev,"['20975', '15393', '12265', '9449', '5237', '5236']"
4701,meredith bragg and the terminals,"['1168', '1167']"
4702,meredith monk,['22620']
4703,merle haggard,"['9599', '11752', '3704']"
4704,merzbow,"['22520', '21672', '21007', '19972', '10295', '5248', '11778', '5246', '5245', '5247']"
4705,meshuggah,"['22503', '22142', '5249']"
4706,metal fingers,"['15114', '5616', '5615']"
4707,metal hearts,['5687']
4708,metal mountains,['15220']
4709,metal urbain,['11785']
4710,metallic falcons,['9001']
4711,metallica,"['22629', '21755', '15996', '12180', '5250']"
4712,metalux,"['9311', '5658']"
4713,metamatics,['5251']
4714,method man,"['21000', '14112']"
4715,methyl ethel,['21691']
4716,metric,"['21006', '16712', '12921', '10385', '5548', '5547']"
4717,metro area,"['12551', '5252']"
4718,metro boomin,['22161']
4719,metronome,['22184']
4720,metronomy,"['22060', '19101', '16989', '15337', '12403']"
4721,metrovavan,['5254']
4722,metz,"['20439', '17170']"
4723,meursault,['14298']
4724,mew,"['20288', '13399', '9285']"
4725,mewithoutyou,['20688']
4726,mexicans with guns,['15600']
4727,meyhem lauren,"['21855', '17543', '17101']"
4728,mf doom,"['15359', '14629', '5255']"
4729,mf grimm,"['10906', '5256']"
4730,mg,['20410']
4731,mga,['21052']
4732,mgmt,"['18487', '15885', '14122', '10761']"
4733,mi ami,"['16403', '15219', '14140', '12840']"
4734,mi and l'au,"['13514', '5685']"
4735,mia doi todd,"['8092', '8091', '8090']"
4736,mica levi,"['22677', '22638', '19239']"
4737,micachu and the shapes,"['21069', '16849', '15274', '12922']"
4738,micah p. hinson,"['9570', '9042', '4009']"
4739,mice parade,"['17514', '14779', '10115', '5261', '5260', '5259', '5257']"
4740,michael angelo,['20461']
4741,michael chapman,['15384']
4742,michael gordon,['3643']
4743,michael hurley,['11028']
4744,michael jackson,"['22044', '21548', '19333', '11163', '4351', '4350']"
4745,michael johnson,['4343']
4746,michael kiwanuka,['21886']
4747,michael mayer,"['22457', '17254', '14425', '9609', '11781', '5551', '5550']"
4748,michael nau,['21508']
4749,michael rault,['20347']
4750,michael showalter,['10954']
4751,michael stasis,['20853']
4752,michael stein,['22265']
4753,michael yonkers,"['18931', '10745', '8863']"
4754,michael zapruder,['12562']
4755,michal turtle,['22182']
4756,michio kurihara,['9787']
4757,mick harvey,"['22084', '18170', '15380', '10586']"
4758,mick jenkins,"['22431', '20922', '19745']"
4759,mick turner,"['18695', '8193']"
4760,mickey newbury,['15473']
4761,microkingdom's pro hour,['11664']
4762,microstoria,['5273']
4763,microwaves,['5274']
4764,midlake,"['18696', '13885', '9191']"
4765,midnight juggernauts,['11050']
4766,midnight movies,"['10445', '5624']"
4767,midwest product,"['5277', '5276']"
4768,migala,"['5280', '5278']"
4769,mighty casey,['5592']
4770,mighty sparrow,['16142']
4771,migos,"['22141', '21480', '20843', '18264']"
4772,miguel,"['20728', '17125', '16571']"
4773,miho hatori,['9754']
4774,miighty flashlight,['5282']
4775,miike snow,"['16445', '13189']"
4776,mika,['10103']
4777,mika miko,['13010']
4778,mika vainio,"['13458', '12704', '8391']"
4779,mikael seifu,['21534']
4780,mikael tariverdiev,['21385']
4781,mikal cronin,"['20448', '17959', '15844']"
4782,mike & rich,['22298']
4783,mike adams at his honest weight,['19350']
4784,mike and the melvins,['21538']
4785,mike bones,"['12876', '11168']"
4786,mike cooper,"['20793', '19442', '19483']"
4787,mike donovan,['18659']
4788,mike doughty,"['11230', '2591', '11724']"
4789,mike g,['16110']
4790,mike johnson,"['9186', '4278']"
4791,mike jones,"['20109', '4359']"
4792,mike krol,['20944']
4793,mike ladd,"['4625', '4624', '4623', '4152', '4622', '4621']"
4794,mike patton,"['11589', '2314']"
4795,mike shiflet,"['17638', '16786']"
4796,mike simonetti,['15678']
4797,mike swoop,['14060']
4798,mike tamburo and the universal orchestra of pituitary knowledge,['10130']
4799,mike watt,"['22565', '15273', '8589']"
4800,mike wexler,['16366']
4801,mike will made-it,['20125']
4802,mikkel metal,"['5634', '5633']"
4803,mikky ekko,['20223']
4804,miko,['14846']
4805,mila j,['21430']
4806,milagres,['15949']
4807,mild high club,"['22241', '21185']"
4808,mileece,['5564']
4809,milemarker,['5285']
4810,milenasong,['10002']
4811,miles benjamin anthony robinson,"['13632', '11982']"
4812,miles davis,"['21821', '21918', '20816', '19079', '17676', '15887', '14623', '13088', '12283', '10901', '2201', '2200', '2199', '2197']"
4813,miles davis quintet,['22554']
4814,miles kane,['16538']
4815,miles kurosky,['14014']
4816,miley cyrus,['21023']
4817,milk maid,"['16751', '15727']"
4818,milk music,['17825']
4819,milk n cookies,['21485']
4820,milky wimpshake,['5287']
4821,millennium,['5546']
4822,millie & andrea,['19147']
4823,millionyoung,"['15117', '14018']"
4824,milo,"['21199', '19878']"
4825,milosh,"['18761', '5690']"
4826,mils,['5571']
4827,milton babbitt,['1091']
4828,mimeo,"['15741', '5292']"
4829,mimicking birds,['14084']
4830,mina tindle,['16676']
4831,minamo,['14750']
4832,mincemeat or tenspeed,"['19307', '13777']"
4833,mind fair,['19883']
4834,mind spiders,"['16272', '15134']"
4835,mindflayer,"['5545', '5544', '5543']"
4836,mineral,['19688']
4837,ming + fs,['5305']
4838,miniature tigers,['14484']
4839,minibar,['5540']
4840,minilogue,['12121']
4841,ministry,"['11329', '11264', '5311', '5310', '11779']"
4842,ministry of sound,['13243']
4843,minks,"['18319', '14977']"
4844,minor alps,['18690']
4845,minor threat,['5554']
4846,minor victories,['21943']
4847,minotaur shock,"['5315', '5314']"
4848,minus story,"['10368', '5588', '5589', '5587']"
4849,minus the bear,"['14138', '12485', '10548', '5326', '5325', '5324', '5323']"
4850,minutemen,['22506']
4851,mira calix,"['10120', '1245', '1246', '1247']"
4852,miracle,['18724']
4853,miracle fortress,"['15638', '10277']"
4854,mirah,"['19265', '12809', '11993', '10511', '5332', '5331', '5329', '5328', '5327']"
4855,mirah yom tov zeitlyn,['5330']
4856,miranda lambert,['22680']
4857,mirel wagner,"['19518', '16427']"
4858,mirrorring,['16420']
4859,mirza,['5333']
4860,misery index,['12560']
4861,misfits,['16015']
4862,misha,['11005']
4863,miss alex white & the red orchestra,['10498']
4864,miss derringer,['13148']
4865,miss kittin,['5608']
4866,miss kittin & the hacker,['13075']
4867,miss murgatroid and petra haden,['12365']
4868,missing monuments,['18371']
4869,mission of burma,"['16815', '13489', '11662', '9023', '8985', '5575']"
4870,missy elliott,"['9431', '2759', '2758', '2756', '2757']"
4871,mister heavenly,['15746']
4872,mister lies,['17640']
4873,mitchell akiyama,['89']
4874,mitski,"['21970', '19990']"
4875,mittens on strings,['9936']
4876,mix master mike,['5339']
4877,mixel pixel,"['11574', '9650', '5659']"
4878,mjg,['11964']
4879,mm,"['18453', '16834', '13470', '10704', '9999', '5506', '5505', '5504', '5503', '5502']"
4880,mndr,"['20283', '16945']"
4881,mndsgn,['22381']
4882,mo kolours,['20333']
4883,mo troper,['21905']
4884,mobb deep,"['19240', '16117', '8989']"
4885,mobius band,"['10919', '5343', '5342', '5341']"
4886,moby,"['15437', '13245', '11362', '9584', '5349', '5348', '5344']"
4887,moby & the void pacific choir,['22515']
4888,mochipet,['5583']
4889,mock orange,['21880']
4890,mocky,['13240']
4891,moco,['5601']
4892,moderat,"['21754', '18315', '12959']"
4893,modern baseball,"['21677', '18984']"
4894,modern hut,['18375']
4895,modern life is war,['18367']
4896,modern skirts,"['15095', '12654']"
4897,modeselektor,"['16754', '15867', '14975', '10675', '5671']"
4898,modest mouse,"['20335', '19884', '14862', '13348', '10010', '5363', '5362', '5360', '5356', '5358', '5361', '5357']"
4899,modey lemon,"['11954', '5662']"
4900,moe tucker,['16612']
4901,mogwai,"['21748', '21086', '20016', '19466', '18896', '17764', '17374', '15810', '15100', '14573', '12241', '11600', '9617', '5371', '5370', '5367', '5366', '5365', '5368', '5369']"
4902,mohn,['16548']
4903,moir,['19597']
4904,moistboyz,"['5374', '5372']"
4905,mojave 3,"['9118', '5378', '5377', '5376']"
4906,molasses,['5380']
4907,molina and johnson,['13659']
4908,molly nilsson,['16510']
4909,molly sweeney,['15671']
4910,mommy and daddy,"['5640', '5641']"
4911,momus,"['9990', '5385', '5387', '5383', '5386']"
4912,monade,"['11098', '5389', '5388']"
4913,monahans,['13056']
4914,mondkopf,['15924']
4915,money,['21479']
4916,money mark,"['9952', '5395']"
4917,mong hang,['5396']
4918,monk hughes & the outer realm,['8882']
4919,monk parker,['20920']
4920,monkey,['12262']
4921,mono,"['22496', '19934', '16985', '14272', '13341', '5402', '5404', '5403']"
4922,mono/poly,['19629']
4923,monolake,['13855']
4924,monorail,['5406']
4925,monotonix,"['14994', '13490', '11573']"
4926,monotract,['10211']
4927,monster movie,"['14204', '5409']"
4928,monster rally,['22651']
4929,monsters of folk,['13501']
4930,montag,"['10526', '5625']"
4931,mood elevator,['5559']
4932,mood ii swing,['21405']
4933,moodymann,"['21580', '19037']"
4934,moomin,['21493']
4935,moon b,"['19357', '17757']"
4936,moon duo,"['20316', '19654', '17121', '15245', '14117']"
4937,moonface,"['21977', '19817', '18764', '16495', '15674', '13899']"
4938,moor mother,['22424']
4939,morcheeba,"['5427', '5425', '5424']"
4940,more dogs,['5655']
4941,moreno veloso +2,['8431']
4942,morgan delt,"['22242', '18904']"
4943,morgan geist,"['12227', '3664']"
4944,moris tepper,['8272']
4945,moritz von oswald trio,"['20674', '15226']"
4946,morne,['18189']
4947,morningbell,['10234']
4948,morningwood,['5670']
4949,morphine,['5435']
4950,morrissey,"['19603', '19411', '18999', '17837', '16439', '14737', '13651', '12640', '11127', '5439', '5438', '5437']"
4951,morton feldman,"['12219', '3027', '3026']"
4952,mos def,"['13161', '9738', '5441', '5440']"
4953,moscow club,['21048']
4954,moses sumney,['22429']
4955,moss icon,['16586']
4956,moth,['5443']
4957,moth wranglers,['5444']
4958,mother and the addicts,['11054']
4959,mother hips,['10195']
4960,mother mother,['10001']
4961,mothers,['21486']
4962,motion graphics,['22257']
4963,motion sickness of time travel,"['19525', '16594', '15777']"
4964,motor city drum ensemble,"['17561', '15684', '14053']"
4965,motorpsycho,['5560']
4966,motrhead,"['18643', '12156']"
4967,mott the hoople,['11786']
4968,mount eerie,"['20221', '18719', '16988', '16657', '14776', '13829', '13299', '11545', '10899', '5597', '5596', '11784']"
4969,mount eerie with julie doiron and fred squire,['12292']
4970,mount kimbie,"['18061', '15569', '14412', '13731']"
4971,mount moriah,"['21525', '17590', '15574']"
4972,mountain home,['10845']
4973,mountain man,['14469']
4974,mountaineers,['5567']
4975,mountains,"['17560', '15409', '12698', '5691']"
4976,mourn,"['21872', '20122']"
4977,mouse on mars,"['20018', '18823', '17274', '16331', '9379', '5468', '5467', '5463', '5458', '5466', '5461', '5459']"
4978,mouse on tha track,"['17528', '15126']"
4979,mouserocket,['12032']
4980,mouth of the architect,['18068']
4981,mouthus,"['13068', '10940', '5683']"
4982,move d,['19102']
4983,move d and benjamin brunn,['12539']
4984,movietone,['5471']
4985,moving oos,['10037']
4986,moving units,"['10868', '5606']"
4987,mozarts sister,"['19699', '17699']"
4988,mozzy,"['22031', '21154']"
4989,mr twin sister,['19799']
4990,mr. & mrs. keneipp,['1428']
4991,mr. dibiase,['14608']
4992,mr. dream,"['19641', '16351', '15170']"
4993,mr. fingers,['21573']
4994,mr. len,['5473']
4995,mr. lif,"['21729', '12930', '9121', '5474', '5475']"
4996,mr. mitch,['20001']
4997,mr. muthafuckin exquire,"['17146', '16141', '15864']"
4998,mr. oizo,"['20028', '12778']"
4999,mr. scruff,['5477']
5000,mr. t experience,['5480']
5001,mr. wright,['5483']
5002,mri,['5484']
5003,ms mr,"['20824', '17776', '17234']"
5004,ms. john soda,"['5487', '5486', '5485']"
5005,mstrkrft,"['22117', '12835', '9245']"
5006,mt. sims,"['14955', '13974']"
5007,mt. st. helens vietnam band,"['14504', '12815']"
5008,mu,"['5562', '5561']"
5009,mudhoney,"['17833', '11680', '5495', '5493', '5494']"
5010,mudsuckers,['9596']
5011,mueller & roedelius,['21005']
5012,muggs,['5497']
5013,mugison,"['12195', '5614', '5613']"
5014,muja messiah,['21320']
5015,mulatu astatke,"['14023', '13678']"
5016,mull historical society,"['5498', '5499']"
5017,mumford & sons,"['20421', '13906']"
5018,mungolian jet set,"['16942', '15968', '13301']"
5019,murcof,['5598']
5020,murder by death,"['20194', '9172']"
5021,murder city devils,"['5508', '5509']"
5022,murry hammond,['12626']
5023,murs,"['20622', '14108', '12277', '5515', '5514', '5513']"
5024,mus,"['5516', '4174']"
5025,muscles,['10806']
5026,muse,"['20520', '17281', '13453', '11403', '9168', '5519']"
5027,muse mcanique,['12564']
5028,museum of love,['19971']
5029,mushroom,"['5520', '5521']"
5030,music a.m.,['5566']
5031,music blues,['19624']
5032,music go music,"['13457', '12212']"
5033,musiccargo,['18731']
5034,muslimgauze,['5525']
5035,mutilation rites,"['19509', '16642']"
5036,mutoid man,['20608']
5037,mutual benefit,"['21725', '19776', '18669']"
5038,mux mool,"['16242', '14090']"
5039,mv & ee,"['22449', '15533', '13608', '12737']"
5040,my best fiend,['16281']
5041,my bloody valentine,"['17726', '16605']"
5042,my brightest diamond,"['19797', '15942', '11919', '9192']"
5043,my disco,['15061']
5044,my favorite,['5528']
5045,my gold mask,['14206']
5046,my latest novel,['9972']
5047,my morning jacket,"['20396', '15471', '12968', '12601', '11585', '9448', '16943', '11780', '5534', '5531', '5532', '5530', '5533', '5529']"
5048,my my,['9670']
5049,my robot friend,['9277']
5050,my way my love,['5645']
5051,mykki blanco,"['22399', '20002', '18179', '17350']"
5052,mylo,['5676']
5053,myrkur,"['20833', '19808']"
5054,mystery jets,"['16705', '14442', '5686']"
5055,mystic chords of memory,['5602']
5056,mystical weapons,['17531']
5057,n sensae,['17193']
5058,n.a.s.a.,['12686']
5059,n.e.r.d.,"['14984', '14825', '11610', '5749', '5748']"
5060,n.m.o.,['22546']
5061,n.o.i.a.,['5825']
5062,n.w.a.,['11791']
5063,n0 things,['9544']
5064,na,['21611']
5065,nacho picasso,['15976']
5066,nachtmystium,"['19677', '16773', '14396', '11584']"
